character,dialogue
Tony, And what about the suit I'm wearing?
Tony, That's going to have to do.
Tony, The President. Now.
Tony," Walk away from that, you son of a bitch.  How many in the air?"
Tony, How many can I carry?
Tony," Slow down. Slow down, relax. What's your name? Heather?"
Tony," Listen to me. See that guy? I'm gonna swing by, you're just gonna grab him. You got it?"
Tony," I'll electrify your arm, you won't be able to open your hand. We can do this, Heather. Easy, see? Eleven more to go. Remember that game called Barrel of Monkeys? That's what we're going to do."
Tony," Come on, people. Everybody, grab your monkey. Nice."
Tony," Come on, people. Come on, come on, come on! Yeah!"
Tony," He's a chunky monkey, let's get him. Hello. "
Tony," Nice work, guys! Excellent. Good team effort all around. Go us. All right, Jarvis. But it's only half-done. We've still got to get Pepper...  That came out of nowhere. Wow "
Tony, I think they all made it.
Tony," Yeah, but I missed the president."
Tony," Uh... Say, Jarvis, is it that time?"
Tony, Correct.
Tony, I hope not.
Tony, Viking funeral. Public execution.
Tony, Yep. What do I do?
Tony," Six, high, back. Alright.  You see that? Nailed it."
Tony, You think I was aiming for the bulb? You can't hit a bulb at this distance. 
Tony, I'm out. Give me. You got extra magazines?
Tony," I know what I'm doing, I make this stuff. Give me another one."
Tony, Give me one of yours.
Tony," You've got, like, five of them. Here's what I'm going to do. Save my spot, ready?"
Tony," Too fast. Nothing. Here we go.  Three guys, one girl, all armed."
Tony, You're right. We need backup.
Tony, You know what? 
Tony, Yep.
Tony," Yeah.  Merry Christmas, buddy. JARVIS, target Extremis heat signatures. Disable with extreme prejudice."
Tony, What are you waiting for? It's Christmas. Take them to church.
Tony," Incoming! Jarvis, get Igor to steady this thing. "
Tony," Everybody needs a hobby. Heartbreaker, help Red Snapper out, will you?  Nice timing."
Tony," Oh, I'm sorry, they're only coded to me."
Tony, I got you covered.
Tony, About time.
Tony, See what happens when you hang out with my ex-girlfriends?
Tony," Yep. We'll talk about it over dinner.  Come on. A little more, baby. "
Tony," Yeah, you take a minute.  Jarvis, give me a suit right now!  Oh, come on!"
Tony, Nice work.
Tony," Pep, I got you. Relax, I got you. Just look at me! Honey, I can't reach any further and you can't stay there. All right? You've got to let go. You've got to let go! I'll catch you, I promise. No! "
Tony, Eject. 
Tony, I'll be damned. The prodigal son returns.  Whatever.
Tony," Okay, okay, wait, wait, wait! Slow down! Slow down! You're right. I don't deserve her. Here's where you're wrong. She was already perfect.  Jarvis, do me a favour and blow Mark 42."
Tony," I got nothing.  Jarvis, subject at my 12 o'clock is not a target, disengage! What? Oh, what, are you mad at me?  Honey?"
Tony, You just scared the devil out of me. I thought you were...
Tony, It's still debatable. Probably tipping your way a little bit. Why don't you dress like this at home? Hmm? Sport bra. The whole deal.
Tony," Well, it's me. You'll think of something. Come here."
Tony, Don't worry about it.
Tony," No, you're not. Not hot."
Tony," No. You're in a relationship with me. Everything will never be okay. But I think I can figure this out, yeah. I almost had this 20 years ago when I was drunk. I think I can get you better. That's what I do. I fix stuff."
Tony, Uh... I'm going to shave them down a little bit. Jarvis. Hey.
Tony, You know what to do.
Tony," Screw it, it's Christmas. Yes, yes.  Okay, so far? Do you like it?"
Tony," To be able to share all my intimate thoughts and my experiences with someone, it just cuts the weight of it in half. You know, it's like a snake swallowing its own tail. Everything comes full circle.  And the fact that you've been able to -help me process...  Are you with me?"
Tony, Are you actively napping?
Tony, Where did I lose you?
Tony," So, you heard none of it?"
Tony, So?
Tony, What? The time?
Tony," You know what? Now that I think about it... Oh! God, my original wound. 1983, all right?"
Tony," I'm 14 years old, I still have a nanny. That was weird."
Tony,  Shit!
Tony," Wait a second. No one else is going to deal with the fact that Cap just said ""language?"""
Tony," Well, we know Strucker's not going to worry about civilian casualties. Send in the Iron Legion."
Tony," I'm closing in. JARVIS, am I...closing in? Do you see a power source for that shield?"
Tony," Great, I wanna poke it with something.  Drawbridge is down, people."
Tony," And for gosh sake, watch your language!"
Tony," Guys, stop, we gotta talk this through.  It was a good talk."
Tony," Sentry mode.  Okay, JARVIS. You know I want it all. Make sure you copy Hill at HQ."
Tony," I know you're hiding more than files. Hey, J, give me an IR scan of the room, real quick."
Tony,"  Please be a secret door, please be a secret door, please be a secret door...  Yay! "
Tony," Yeah, I got... something bigger.  Thor, I got eyes on the prize."
Tony," Hey Banner, Dr. Cho's on her way in from Seoul, is it okay if she sets up in your lab?"
Tony," Thanks.  Tell her to prep everything, Barton's gonna need the full treatment."
Tony," JARVIS, take the wheel."
Tony,"  It feels good, yeah? I mean, you've been after this thing since SHIELD collapsed. Not that I haven't enjoyed our little raiding parties, but..."
Tony," Banner and I'll give it the once before it goes back to Asgard. Is that cool with you?  I mean, just a few days until the farewell party. You're staying right?"
Tony, Yeah. Who doesn't love revels. Captain?
Tony,"  Uh, actually, he's the boss. I just pay for everything, and design everything and make everyone look cooler."
Tony," Oh, unfortunately, he's still Barton."
Tony," He's fine. He's thirsty.  Alright. Look alive, JARVIS. It's play time. We've only got a couple days with this joystick so let's make the most of it. Update me on the structural and compositional analysis."
Tony, So there's elements you can.
Tony, Like a reactor?
Tony," Oh, he's flatlining. Call it. Time?"
Tony,  Here's your beverage.
Tony," Well, that is exactly the plan. And Helen, I expect to see you at the party on Saturday."
Tony," Well, the scepter. You see, we were wondering how Strucker got so inventive. So, I've been analyzing the gem inside-- You may recognize, "
Tony," Started out, JARVIS was just a natural language UI. Now he runs the Iron Legion. He runs more of the business than anyone besides Pepper."
Tony, Top of the line.
Tony, Meet the competition. 
Tony," If you had to guess, what's it look like it's doing?"
Tony, Um-um.
Tony," Down in Strucker's lab I saw some fairly advanced robotics work. They deep-sixed the data, but... I gotta guess he was knocking on a very particular door."
Tony," This could be it, Bruce. This could be the key to creating Ultron."
Tony," Yesterday it was. If we can harness this power, apply it to my Iron Legion protocol."
Tony," Our job is ""if."" What if you were sipping margaritas on a sun-drenched beach turning brown instead of green? Not looking over your shoulder for VERONICA."
Tony," As a worst-case measure, right? How about a best-case? What if the world was safe? What if next time aliens roll up to the club, and they will, they couldn't get past the bouncer?"
Tony," I want to apply this to the Ultron program. But JARVIS can't download a data schematic this dense. We can only do it while we have the scepter here, that's three days, give me three days."
Tony," Right. That's right, you know why, because we don't have time for a city hall debate. I don't want to hear the ""man was not meant to meddle"" medley. I see a suit of armor around the world."
Tony," I've seen colder. This one, this very vulnerable blue one? It needs Ultron. Peace in our time. Imagine that.  What did we miss?"
Tony," Thanks, buddy."
Tony, I always do. 
Tony, Peace in our time.
Tony, No.
Tony," Well, Miss Potts has a company to run."
Tony, And the company that Pepper runs is the largest tech conglomerate on earth. It's pretty exciting.
Tony, Come on.
Tony," Clint, you've had a tough week, we won't hold it against you if you can't get it up. "
Tony, Smell the silent judgment?
Tony, Never one to shrink from an honest challenge.
Tony, It's physics.
Tony," Right, so, if I lift it, I...I then rule Asgard?"
Tony, I will be re-instituting Prima Nocta.  I'll be right back. 
Tony, Are you on my team?
Tony," Alright, let's go! "
Tony," Let's go, Steve, no pressure."
Tony, And?
Tony," All deference to the man who wouldn't be king, but it's rigged."
Tony," The handle's imprinted, right? Like a security code. ""Whosoever is carrying Thor's fingerprints"" is, I think, the literal translation?"
Tony, JARVIS.
Tony,"  Reboot, Legionnaire OS, we got a buggy suit."
Tony," One sec, one sec I got this!"
Tony, Come on! That's the one!
Tony, Yes there was.
Tony,"  Come on. Use your words, buddy."
Tony," No. It's probably not, right? Is this very terrible? Is it so... is it so... it is. It's so terrible."
Tony," No, I'm sorry. I'm sorry. It is funny. It's a hoot that you don't get why we need this."
Tony," Really?! That's it? You just roll over, show your belly, every time somebody snarls."
Tony, We didn't. We weren't even close. Were we close to an interface?
Tony, Anybody remember when I carried a nuke through a wormhole?
Tony, Saved New York?
Tony," Recall that? A hostile alien army came charging through a hole in space. We're standing three hundred feet below it. We're the Avengers. We can bust arms dealers all the live long day, but, that up there? That's... that's the end game. How were you guys planning on beating that?"
Tony, We'll lose.
Tony, What's this?
Tony," And he did a Banksy at the crime scene, just for us."
Tony, Not everything.
Tony," Wait. I know that guy.  From back in the day. He operates off the African coast, black market arms.  There are conventions, alright? You meet people, I didn't sell him anything.  He was talking about finding something new, a game changer, it was all very ""Ahab."""
Tony," Uh, it's a tattoo. I don't think he had it..."
Tony, If this guy got out of Wakanda with some of their trade goods...
Tony,  The strongest metal on earth.
Tony," Ahh, Junior.  You're gonna break your old man's heart."
Tony, He beat me by one second.
Tony, This was never my life.
Tony, Yuh-huh. What's the Vibranium for?
Tony, And you're not going anywhere.
Tony," News or footage, keyword: Hulk.  Natasha, I could really use a lullaby."
Tony," I'm calling in VERONICA.  Alright everybody, stand down!  You listening? That little witch is messing with your mind. You're stronger than her, you're smarter than her, you're Bruce Banner."
Tony," Right, right, right! Don't mention puny Banner.  Okay.  In the back? Dick move, Banner.  VERONICA, gimme a hand.  Go to sleep, go to sleep, go to sleep!  Okay, pal, we're gonna get you out of town.  No, not that way, not that way!  Come on, Bruce! You gotta work with me!  Everybody out! Going to get ugly!  I'm sorry.  Damage report.  That's comprehensive. Show me something.  How quickly can we buy this building? "
Tony, Stark Relief Foundation?
Tony, Everyone's...we took a hit. We'll shake it off.
Tony," So, run and hide?"
Tony," Neither do we.  Hey, you wanna switch out?"
Tony, A few hours from where?
Tony, A safe house?
Tony,  This is an agent of some kind.
Tony,  These are...smaller agents.
Tony," Yeah, we would have called ahead, but we were busy having no idea that you existed."
Tony, Thor didn't say where he was going for answers?
Tony," Yeah, give him time. We don't know what the Maximoff kid showed him."
Tony, Seems like you walked away all right.
Tony, I don't trust a guy without a dark side. Call me old fashioned.
Tony," You know Ultron is trying to tear us apart, right?"
Tony, Banner and I were doing research.
Tony," That would end the team. Isn't that the mission? Isn't that the ""why"" we fight, so we can end the fight, so we get to go home?"
Tony," Yeah, I'll give her a kick.  Don't take from my pile.  Hello, Deere. Tell me everything. What ails you?"
Tony," Ah, Mrs. Barton, you little minx. I get it, Maria Hill called you, right? Was she ever not working for you?"
Tony," Look, it's been a really long day, like, Eugene O'Neill long, so how's about we skip to the part where you're useful?"
Tony, You're not the director of me.
Tony," And I'm the man who killed the Avengers. I saw it. I didn't tell the team, how could I? I saw them all dead, Nick. I felt it. The whole world, too. It's because of me. I wasn't ready. I didn't do all I could."
Tony," I wasn't tricked, I was shown. It wasn't a nightmare, it was my legacy. The end of the path I started us on."
Tony," I watched my friends die. You'd think that'd be as bad as it gets, right? Nope. Wasn't the worst part."
Tony, He still going after launch codes?
Tony, I cracked the Pentagon's firewall in high school on a dare.
Tony, By whom?
Tony," I might need to visit Oslo, find our ""unknown."""
Tony," Person bodies. The human form is inefficient, biologically speaking, we're outmoded. But he keeps coming back to it."
Tony," Alright, strictly recon. I'll hit the NEXUS, I'll join you as soon as I can."
Tony, He'll be more powerful than any of us. Maybe all of us. An android designed by a robot.
Tony," She's all yours, apparently."
Tony," A hacker who's faster than Ultron? He could be anywhere. And as this is the center of everything, I'm just a guy looking for a needle in the world's biggest haystack."
Tony," Pretty simple. You bring a magnet.  Oh, I'm decrypting nuclear codes and you don't want me to. Come and get me."
Tony," Haven't heard. But she's alive, or Ultron'd be rubbing our faces in it."
Tony," Hm. Any chance Natasha might leave you a message, outside the internet, old school spy stuff?"
Tony," Yeah, about that."
Tony, You have to trust me.
Tony, Our ally? The guy protecting the military's nuclear codes? I found him. 
Tony," Ultron didn't go after JARVIS cause he was angry. He attacked him because he was scared of what he can do. So JARVIS went underground. Okay? Scattered, dumped his memory. But not his protocols. He didn't even know he was in there, until I pieced him together."
Tony," No, of course not! I want to help you put JARVIS in this thing.  We're out of my field here. You know bio-organics better than anyone."
Tony," JARVIS has been beating him from inside without knowing it. This is the opportunity, we can create Ultron's perfect self, without the homicidal glitches he thinks are his winning personality. We have to."
Tony," I know, I know. I know what everyone's going to say, but they're already saying it. We're mad scientists. We're monsters, buddy. You gotta own it. Make a stand.  It's not a loop. It's the end of the line."
Tony, This framework is not compatible.
Tony," How about ""nonce""?"
Tony," Nope, not gonna happen."
Tony, That's nothing compared to what's coming!
Tony, I'm rerouting the upload.
Tony, We... reconfigured JARVIS' matrix to create something new.
Tony, What's he waiting for?
Tony," No way we all get through this. If even one tin soldier is left standing, we've lost. It's gonna be blood on the floor."
Tony, I get first crack at the big guy. Iron Man's the one he's waiting for.
Tony," I don't know, how much time you got?"
Tony," Uhhh. Have you been juicing? A little Vibranium cocktail? You're looking, I don't wanna say, puffy..."
Tony," Well, that is the mission. Did you forget?"
Tony, FRIDAY! The Vision?
Tony, FRIDAY?
Tony, If it drops?
Tony, Hi. Okay. Get in the tub! 
Tony," Cap, you got incoming."
Tony, The spire's Vibranium. If I get Thor to hit it...
Tony," Maybe if we cap the other end, keep the atomic action doubling back."
Tony," Well, nothing great. Maybe a way to blow up the city. That'll keep it from impacting the surface if you guys can get clear."
Tony, Impact radius is getting bigger every second. We're going to have to make a choice.
Tony, Yep. If you live to tell it.
Tony," We get through this, I'll hold your own."
Tony, I got it! Create a heat seal. I can...I can supercharge the spire from below.
Tony," Thor, I got a plan!"
Tony," Rhodey, get the rest of the people on board that carrier."
Tony," Avengers, time to work for a living."
Tony," Romanoff? You and Banner better not be playing ""hide the zucchini."""
Tony,"  This is the drill. If Ultron gets a hand on the core, we lose."
Tony," Well, like the old man said. Together."
Tony," We can't let 'em, not even one. Rhodey!"
Tony, Re-route everything. We get one shot at this.
Tony," Thor, I'm gonna need you back in the church."
Tony," You know, if this works, we maybe don't walk away."
Tony," Thor, on my mark.  Now!"
Tony, We're dealing with something new.
Tony, A machine.
Tony, No. It's not like a person lifting the hammer.
Tony," Nice guy, but artificial."
Tony, It would still go up.
Tony," Well, not if you don't leave."
Tony, Triple Yahtzee?
Tony, That man has no regard for lawn maintenance. I'm gonna miss him though. And you're gonna miss me. There's gonna be a lot of manful tears. 
Tony," Yeah? Well, it's time for me to tap out. Maybe I should take a page out of Barton's book and build Pepper a farm, hope nobody blows it up."
Tony, You'll get there one day.
Tony, You alright?
Tony, This is why I love coming home for Christmas . . . right before you leave town.
Tony, Candice.
Tony," Okay, so it's Monday. That is good to know. I will plan my toga party accordingly. Where you going?"
Tony," At the Pentagon. Right? Don't worry, you're gonna love the holiday menu at the commissary."
Tony," I love you, Dad. And I know you did the best you could."
Tony," That's how I wished it happened. Binarily Augmented Retro-Framing, or BARF. God, I gotta work on that acronym. An extremely costly method of hijacking the hippocampus to . . . clear traumatic memories. Huh."
Tony," It doesn't change the fact that they never made it to the airport . . . or all the things I did to avoid processing my grief, but . . .  Plus, 611 million dollars for my little therapeutic experiment? No one in the right mind would've ever funded it."
Tony," Help me out, what's the MIT mission statement? ""To generate, disseminate . . . and preserve knowledge. And work with others . . . to bring it to bear on the world's great challenges."" Well, you are the others. And, quiet as it's kept . . . the challenges facing you are the greatest mankind's ever known. Plus, most of you are broke."
Tony," Oh, I'm sorry. Rather, you were. As of this moment . . . every student has been made an equal recipient of the Inaugural September Foundation Grant. As in . . . all of your projects have just been approved and funded."
Tony," No strings, no taxesâ¦ just re-frame the future! Starting now."
Tony, Go break some eggs.
Tony," Restroom's this way, yeah?"
Tony, It's . . . fine. I'll be right back.
Tony," Ah, they deserve it. Plus, it helps ease my conscience."
Tony, Are you going up?
Tony," Okay, okay. Hey! Sorry, it's an occupational hazard."
Tony," Boy, you know me so well."
Tony," Actually, I'm nursing an electromagnetic headache."
Tony," That's what's going on, Cap. It's just pain. It's discomfort. Who's putting coffee grounds in the disposal? Am I running a bed and breakfast for a biker gang?"
Tony," Oh, that's Charles Spencer, by the way. He's a great kid. Computer engineering degree, 3.6 GPA. Had a floor level gig at Intel planned for the fall. But first, he wanted to put a few miles on his soul, before he parked it behind a desk. See the world. Maybe be of service. Charlie didn't want to go to Vegas or Fort Lauderdale, which is what I would do. He didn't go to Paris or Amsterdam, which sounds fun. He decided to spend his summer building sustainable housing for the poor. Guess where, Sokovia."
Tony," He wanted to make a difference, I suppose. I mean, we won't know because we dropped a building on him while we were kicking ass. "
Tony," There's no decision-making process here. We need to be put in check! Whatever form that takes, I'm game. If we can't accept limitations, if we're boundary-less, we're no better than the bad guys."
Tony, Who said we're giving up?
Tony," That's good. That's why I'm here. When I realized what my weapons were capable of in the wrong hands, I shut it down and stop manufacturing."
Tony," If we don't do this now, it's gonna be done to us later. That's the fact. That won't be pretty."
Tony," Focus up. I'm sorry, did I just mishear you or did you agree with me?"
Tony," No, no, no. You can't retract it. Thank you. Unprecedented. Okay, case closed--I win."
Tony,"  No. Romania was not Accords-sanctioned. And, Colonel Rhodes is supervising cleanup."
Tony,"  Consequences? You bet there'll be consequences. Obviously you can quote me on that 'cause I just said it. Anything else? Thank you, sir."
Tony, Secretary Ross wants you both prosecuted. Had to give him something.
Tony, Warmer than jail.
Tony," Hey, you wanna see something cool? I pulled something from Dad's archives. Felt timely.  FDR signed the Lend-Lease bill with these in 1941. Provided support to the Allies when they needed it most."
Tony," See? If not for these, you wouldn't be here. I'm trying to . . . what do you call it? That's an olive branch. Is that what you call it?"
Tony," We're kinda . . . well, not kinda . . ."
Tony, No. Definitely not. We're taking a break. It's nobody's fault.
Tony," A few years ago, I almost lost her, so I trashed all my suits. Then, we had to mop up HYDRA . . . and then Ultron. My fault. And then, and then, and then, I never stopped. Because the truth is I don't wanna stop. I don't wanna lose her. I thought maybe the Accords could split the difference.  In her defense, I'm a handful. Yet, Dad was a pain in the ass, but he and Mom always made it work."
Tony," Oh, really? You two knew each other? He never mentioned that. Maybe only a thousand times. God, I hated you."
Tony," I know, because you're a very polite person."
Tony," No, you don't."
Tony," Sometimes I wanna punch you in your perfect teeth. But I don't wanna see you gone. We need you, Cap. So far, nothing's happened that can't be undone, if you sign. We can make the last 24 hours legit. Barnes gets transferred to an American psych-center . . . instead of a Wakandan prison."
Tony," Sure. Once we put out the PR fire, those documents can be amended. I'd file a motion to have you and Wanda reinstated . . ."
Tony," She's fine. She's confined to the compound, currently. Vision's keeping her company."
Tony, What? It's a 100 acres with a lap pool. It's got a screening room. There's worse ways to protect people.
Tony, She's not a US citizen.
Tony, And they don't grant visas to weapons of mass destruction.
Tony, GIVE ME A BREAK! I'm doing what has to be done . . . to stave off something worse.
Tony," FRIDAY, get me the source of that outage."
Tony," Sure did. It's a lovely Tom Ford, three-piece, two-button. I'm an active-duty non-combatant."
Tony, We will. GSG-9's got the borders covered. Recon's flying 24/7. They'll get a hit. We'll handle it.
Tony," All due respect, you're not going to solve this with boys in bullets, Ross. You gotta let us bring them in."
Tony," Because this time, I won't be wearing loafers and a silk shirt. 72 hours, guaranteed."
Tony," Thank you, sir.  My left arm is numb, is that normal?"
Tony," Always.  36 hours, jeez."
Tony," Oh, yeah. It'd be great if we had a Hulk right about now. Any shot?"
Tony, No.
Tony, Me too. Where's yours?
Tony," Oh, Mr. Parker."
Tony, Tony.
Tony," It's about time we met. You've been getting my e-mails, right?"
Tony, Right?
Tony, The September Foundation.
Tony, Yeah. Remember when you applied?
Tony," I approved, so now we're in business."
Tony, That's what I'm here to hash out.
Tony, It's so hard for me to believe that she's someone's aunt.
Tony, This walnut date loaf is exceptional.
Tony, Yeah?
Tony, Yeah.
Tony, It's pretty well funded.
Tony, Look who you're talking to. Can I have 5 minutes with him?
Tony,"  As walnut date loaves go, that wasn't bad.  Whoa, what do we have here? Retro tech, huh? Thrift store? Salvation Army?"
Tony, You're a dumpster diver.
Tony, Ah-ah! Me first.
Tony," Quick question of the rhetorical variety.  That's you, right?"
Tony," Yeah. Look at you go. Wow! Nice catch. 3,000 pounds, 40 miles an hour. That's not easy. You got mad skills."
Tony, Mm-Hmm.
Tony," Yeah, yeah, yeah, yeah . . . oh, you mean like those UFOs over Phoenix?"
Tony," Oh, what have we here?"
Tony, So. You're the . . . Spider . . . ling. Crime-fighting Spider . . .you're Spider-Boy?
Tony," Not in that onesie, you're not."
Tony, Who else knows? Anybody?
Tony, Not even your . . . unusually attractive aunt?
Tony, You know what I think is really cool? This webbing. That tensile strength is off the charts. Who manufactured that?
Tony," Climbing the walls, how you doing that? Adhesive gloves?"
Tony, Lordy! Can you even see in these?
Tony," You're in dire need of an upgrade. Systemic, top to bottom. 100-point restoration. That's why I'm here.  Why you doing this? I gotta know. What's your MO? What gets you outta that twin bed in the morning?"
Tony, Mm-Hmm.
Tony," Sure, because you're different."
Tony,"  So you wanna look out for the little guy? You wanna do your part? Make the world a better place, all that, right?"
Tony,"  I'm gonna sit here, so you move the leg.  You got a passport?"
Tony, You ever been to Germany?
Tony," Oh, you'll love it."
Tony, Why?
Tony, I'm gonna pretend you didn't say that.
Tony, Might be a little dangerous. Better tell Aunt Hottie I'm taking you on a field trip.
Tony," Alright, Spider-Man.  Get me out of this."
Tony," Wow, it's so weird how you run into people at the airport. Don't you think that's weird?"
Tony," Anyway, Ross gave me 36 hours to bring you in. That was 24 hours ago. Can you help a brother out?"
Tony, Your judgment is askew. Your old war buddy killed innocent people yesterday.
Tony," All right, I've run out of patience. Underoos!  Nice job, kid."
Tony," Yeah, we don't really need to start a conversation."
Tony," Yeah, we'll talk about it later. Just . . ."
Tony, . . . Good job.
Tony," And you've been a complete idiot. Dragging in Clint. 'Rescuing' Wanda from a place she doesn't even want to leave, a safe place. I'm trying to keep . . . I'm trying to keep you from tearing the Avengers apart."
Tony," Alright, We're done. You're gonna turn Barnes over, you're gonna come with us. NOW! Because it's us! Or a squad of J-SOC guys . . . with no compunction about being impolite.  Come on."
Tony," Oh, great. Alright, there's two on the parking deck. One of them's Maximoff, I'm gonna grab her. Rhodey, you want to take Cap?"
Tony, What we discussed. Keep your distance. Web 'em up.
Tony,"  Wanda, I think you hurt Vision's feelings."
Tony," Okay. First, that's an exaggeration. Second, I did it to protect you. Hey, Clint."
Tony," Clearly, retirement doesn't suit you. You got tired of shooting golf?"
Tony, First time for everything.
Tony," Yeah, I detected that too."
Tony," Well, my plan was to go easy on them. You wanna switch it up?"
Tony, Neither are we. 
Tony,  Friday?
Tony, They what?
Tony, Who's speaking?
Tony, Friday?
Tony, Give me back my Rhodey. 
Tony," Okay, anybody on our side hiding any shocking and fantastic abilities they'd like to disclose, I'm open to suggestion."
Tony," I don't know, I didn't carbon-date him. He's on the young side."
Tony, Maybe the kid's on to something.
Tony,"  Kid, you alright?"
Tony, Same side. Guess who. Hi. It's me.
Tony, Yeah.
Tony, Yeah. You're done. Alright?
Tony, You did a good job. Stay down.
Tony, Stay down.
Tony, You're going home or I'll call Aunt May! You're done!
Tony, Rhodey! 
Tony, RHODES!  Read vitals.
Tony, How did this happen?
Tony, I didn't think that was possible.
Tony, The doctors say he shattered L4 through S1. Extreme laceration in the spinal cord. Probably looking at some form of paralysis.
Tony," You let them go, Nat."
Tony," 'We'? Boy, it must be hard to shake the whole double agent thing, huh? It sticks in the DNA."
Tony," T'Challa told Ross what you did, so . . . they're coming for you."
Tony,"  What am I looking at, Friday?"
Tony, Fire up the chopper.
Tony, Did you run facial recognition yet?
Tony," Uh, I don't know. I've been picturing a red head."
Tony, Must be.
Tony," So, what happened to the real Broussard?"
Tony, Son of a bitch. Get this to Ross.
Tony," So? You got the files? Let's reroute the satellites, start facial scanning for this Zemo guy."
Tony," Give me a break, Barton. I had no idea they'll put you here. Come on."
Tony," Yeah, but not some super-max floating ocean pokey. You know, this place is for maniacs. This is a place for . . ."
Tony, Because you broke the law.
Tony, I didn't make you.
Tony," You read it, you broke it."
Tony," Alright, you're all grown up, you got a wife and kids. I don't understand, why didn't you think about them before you chose the wrong side? "
Tony, Who are you?
Tony, They're flying him to Columbia Medical tomorrow. So . . . fingers cross. What do you need? They feed you yet?
Tony, I'm just the guy who needs to know where Steve went.
Tony," Oh, I just knocked the 'A' out of their 'AV'. We got about 30 seconds before they realize it's not their equipment."
Tony,"  Just look. Because that is the fellow who was supposed to interrogate Barnes.  Clearly, I made a mistake. Sam, I was wrong."
Tony, Cap is definitely off the reservation but he's about to need all the help he can get. We don't know each other very well. You don't have toâ¦
Tony, Easy.
Tony," Nope. Told me to go to hell. I'm going back to the compound instead, but you can call me anytime. I'll put you on hold, I like to watch the line blink. "
Tony, You seem a little defensive.
Tony," At ease, Soldier. I'm not currently after you."
Tony," Could be your story's not so crazy. Maybe. Ross has no idea I'm here. I'd like to keep it that way. Otherwise, I gotta arrest myself."
Tony," You too, Cap.  Hey, Manchurian Candidate, you're killing me. There's a truce here. You can drop . . . "
Tony, I got heat signatures.
Tony," Uh, one."
Tony, I'm betting I could beat that.
Tony,  I know that road. What is this?
Tony,  Did you know?
Tony," Don't bullshit me, Rogers! Did you know?"
Tony, Move!
Tony, Ah crap.
Tony," Come on, come on."
Tony, I'm eyeballing it.  Do you even remember them?
Tony, I don't care. He killed my mom.
Tony, Analyse his fight pattern.
Tony,  Let's kick his ass. 
Tony, So was I.  Stay down. Final warning.
Tony, That shield doesn't belong to you.  You don't deserve it. My father made that shield! 
Tony, It's just the first pass.
Tony, Give me some feedback. Anything you can think of. Shock absorption. Lateral movement. Cup holder?
Tony, Let's go. I'll give you a hand.
Tony, You okay?
Tony," Yeah, put him through."
Tony," Ah, please hold."
Tony, Underoos!
Tony," What are you doing, a little video diary?"
Tony, Itâs all right. Iâd probably do the same.
Tony, Itâs okay.
Tony," Hey, hey, hey, hey, hey. You know what? We should actually... We should make an alibi video for your aunt anyway. You ready?"
Tony, We rolling?
Tony, Get in the frame.
Tony," Hey, May. How you doing? What are you wearing? Something skimpy, I hope."
Tony," Peter, thatâs inappropriate. All right, letâs start over. You can edit it."
Tony," Three, two, one. Hey, May. My gosh, uh, I wanted to tell you what an incredible job your nephew did this weekend at the Stark internship retreat. Everyone was impressed."
Tony," This is because youâre not on Queens Boulevard.  See, Happy is... is hoping to get bumped up to asset management. He was forehead of security, and before that, he was just a driver."
Tony," No, seriously, was he snoring a bunch?"
Tony," Happy, can you give us a moment?"
Tony, Why donât you grab Peterâs case out of the trunk.
Tony," Yes, we were just talking about it."
Tony," Do me a favor, though. Happyâs kind of your point guy on this. Donât stress him out. Donât do anything stupid. Iâve seen his cardiogram. All right?"
Tony," Donât do anything I would do, and definitely donât do anything I wouldnât do. Thereâs a... Thereâs a little grey area in there, and thatâs where you operate."
Tony, No.
Tony, Seventh floor.
Tony," What, next mission?"
Tony, Weâll call you.
Tony," No, I mean, weâll call you. Like, someone will call you."
Tony, All right?
Tony, Okay.
Tony, Itâs not a hug. Iâm just grabbing the door for you. Weâre not there yet.
Tony, Bye.
Tony, I put everything in your suit. Including this heater.
Tony, What were you thinking?
Tony," Take him down now, huh? Steady, Crockett, there are people who handle this sort of thing."
Tony," No, no, no. This is a little below their pay grade."
Tony," Oh, Iâm not here."
Tony, Thank God this place has Wi-Fi or you would be toast right now. Thank Ganesh while youâre at it.
Tony, Cheers.
Tony," Look, forget the flying vulture guy, please."
Tony, Why? Because I said so!
Tony," Sorry, Iâm talking to a teenager.  Stay close to the ground. Build up your game helping little people, like that lady that bought you the churro. Canât you just be a friendly..."
Tony, ...neighborhood Spider-Man?
Tony," No, you are not."
Tony," Trust me, kid. If Cap wanted to lay you out, he wouldâve. Listen to me. If you come across these weapons again, call Happy."
Tony," You know, itâs never too early to start thinking about college. I got some pull at MIT.  End call."
Tony, Mr. Parker. Got a sec?
Tony, Nice work in D.C.
Tony, My dad never really gave me a lot of support... And Iâm just trying to break the cycle of shame.
Tony," Donât cut me off when Iâm complimenting you. Anyway, great things are about to-"
Tony, What is that?
Tony, Thatâs odd. Happy told me you quit band six weeks ago. Whatâs up?
Tony, Hey.
Tony," Hi, Spider-Man. Band practice, was it?"
Tony, I think youâve done enough.
Tony," Previously on Peter Screws the Pooch: I tell you to stay away from this. Instead, you hacked a multimillion-dollar suit so you could sneak around behind my back doing the one thing I told you not to do."
Tony, No thanks to you.
